label_file,class_id,x_center,y_center,width,height,cat_label,cont_label,filepath,text,label,extras,id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,videoid,contentUrl,duration,page_dir,name
image0029597.txt,2.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0034612.txt,2.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0041792.txt,4.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_3595.txt,4.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_1736.txt,7.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0022591.txt,7.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0030926.txt,7.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0000996.txt,6.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0015796.txt,7.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_2764.txt,5.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0041535.txt,2.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0030192.txt,0.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0009488.txt,5.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0019873.txt,7.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0031985.txt,7.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_1024.txt,5.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0006976.txt,0.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_38.txt,2.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_4938.txt,5.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0014120.txt,7.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0040756.txt,3.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0017875.txt,7.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0014254.txt,7.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0040670.txt,3.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_4098.txt,4.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_994.txt,5.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0036398.txt,3.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0029504.txt,6.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_1001.txt,5.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0029754.txt,0.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_685.txt,7.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0033583.txt,3.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_1454.txt,5.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0041934.txt,0.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0007245.txt,7.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0026080.txt,7.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0020060.txt,7.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_2467.txt,6.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0030764.txt,3.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0019460.txt,6.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0035331.txt,3.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_876.txt,2.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0029658.txt,0.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_134.txt,5.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0036299.txt,1.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_2484.txt,2.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0026268.txt,7.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0025045.txt,0.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0038813.txt,3.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0041980.txt,1.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_5174.txt,5.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_1088.txt,7.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_2847.txt,5.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0040921.txt,2.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0038244.txt,1.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0024165.txt,6.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0030514.txt,5.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_3878.txt,5.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0024722.txt,6.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0034102.txt,3.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_4792.txt,2.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_1261.txt,7.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0030746.txt,2.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0009757.txt,6.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_2648.txt,4.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_1569.txt,1.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_1625.txt,1.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0017460.txt,2.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0033561.txt,1.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_547.txt,7.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_3823.txt,4.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0027911.txt,3.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0023357.txt,7.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0015408.txt,0.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_1884.txt,6.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_2342.txt,5.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0031403.txt,7.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0036283.txt,3.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_788.txt,4.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0000374.txt,2.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0040683.txt,1.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_3121.txt,4.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0036364.txt,3.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_1580.txt,6.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0035446.txt,5.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0032313.txt,5.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_7.txt,7.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_4800.txt,5.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0023962.txt,3.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0036839.txt,3.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0036240.txt,0.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_988.txt,4.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0030868.txt,3.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0030695.txt,0.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_1413.txt,5.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0033759.txt,7.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0033157.txt,7.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_3624.txt,4.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_5542.txt,2.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0040856.txt,2.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0026879.txt,6.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_5491.txt,6.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0028822.txt,0.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0027357.txt,2.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0021483.txt,0.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_2173.txt,4.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0034205.txt,7.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_4777.txt,3.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_1544.txt,0.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_3751.txt,3.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_3907.txt,1.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0029895.txt,0.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0034116.txt,2.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_3004.txt,4.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0030742.txt,0.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0015164.txt,7.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0036572.txt,5.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0005446.txt,1.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0029334.txt,0.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0028901.txt,0.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0021592.txt,7.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0041020.txt,7.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0028271.txt,0.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0033328.txt,6.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_4453.txt,4.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_4483.txt,4.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_4231.txt,4.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0011162.txt,6.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_205.txt,1.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0032291.txt,2.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_5020.txt,1.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0036009.txt,3.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_942.txt,5.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0022289.txt,2.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_4967.txt,4.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0030391.txt,1.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0024145.txt,7.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_3416.txt,4.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0035700.txt,3.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0023506.txt,6.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_4935.txt,5.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0029422.txt,0.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_4575.txt,2.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_2923.txt,5.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_284.txt,1.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0037480.txt,1.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_4362.txt,5.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0023045.txt,3.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0024225.txt,6.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0034617.txt,3.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_860.txt,4.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0018443.txt,5.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0037046.txt,1.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_2326.txt,4.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0036461.txt,7.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_502.txt,3.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_568.txt,1.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0039375.txt,3.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0025020.txt,6.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0019449.txt,5.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0021389.txt,0.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_103.txt,6.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_4475.txt,5.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_1634.txt,4.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_2136.txt,4.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_2234.txt,4.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_1480.txt,7.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0007584.txt,5.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0023559.txt,0.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0028248.txt,6.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_4540.txt,0.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_2955.txt,6.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
ffhq_641.txt,5.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0004573.txt,7.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
image0026049.txt,1.0,0.499,0.499,0.999,0.999,,,,,,,,,,,,,,,,,,,,,
