label_file,class_id,x_center,y_center,width,height
image0036017.txt,3,0.499,0.499,0.999,0.999
image0022409.txt,3,0.499,0.499,0.999,0.999
ffhq_4896.txt,2,0.499,0.499,0.999,0.999
image0028738.txt,0,0.499,0.499,0.999,0.999
image0009580.txt,0,0.499,0.499,0.999,0.999
ffhq_4753.txt,2,0.499,0.499,0.999,0.999
ffhq_1646.txt,7,0.499,0.499,0.999,0.999
ffhq_782.txt,7,0.499,0.499,0.999,0.999
image0018881.txt,2,0.499,0.499,0.999,0.999
ffhq_5400.txt,2,0.499,0.499,0.999,0.999
image0011314.txt,5,0.499,0.499,0.999,0.999
ffhq_1400.txt,1,0.499,0.499,0.999,0.999
image0024328.txt,6,0.499,0.499,0.999,0.999
ffhq_3995.txt,4,0.499,0.499,0.999,0.999
image0026931.txt,1,0.499,0.499,0.999,0.999
image0033686.txt,1,0.499,0.499,0.999,0.999
ffhq_1955.txt,4,0.499,0.499,0.999,0.999
image0037660.txt,3,0.499,0.499,0.999,0.999
image0042420.txt,2,0.499,0.499,0.999,0.999
image0012568.txt,5,0.499,0.499,0.999,0.999
ffhq_2124.txt,6,0.499,0.499,0.999,0.999
image0022637.txt,0,0.499,0.499,0.999,0.999
ffhq_501.txt,7,0.499,0.499,0.999,0.999
image0024411.txt,6,0.499,0.499,0.999,0.999
image0019088.txt,0,0.499,0.499,0.999,0.999
image0028114.txt,6,0.499,0.499,0.999,0.999
image0034314.txt,3,0.499,0.499,0.999,0.999
image0035269.txt,2,0.499,0.499,0.999,0.999
image0019685.txt,7,0.499,0.499,0.999,0.999
image0033885.txt,2,0.499,0.499,0.999,0.999
image0034921.txt,1,0.499,0.499,0.999,0.999
ffhq_1064.txt,0,0.499,0.499,0.999,0.999
ffhq_5571.txt,2,0.499,0.499,0.999,0.999
image0037993.txt,1,0.499,0.499,0.999,0.999
image0029597.txt,2,0.499,0.499,0.999,0.999
image0034612.txt,2,0.499,0.499,0.999,0.999
image0041792.txt,4,0.499,0.499,0.999,0.999
ffhq_3595.txt,4,0.499,0.499,0.999,0.999
ffhq_1736.txt,7,0.499,0.499,0.999,0.999
image0022591.txt,7,0.499,0.499,0.999,0.999
image0030926.txt,7,0.499,0.499,0.999,0.999
image0000996.txt,6,0.499,0.499,0.999,0.999
image0015796.txt,7,0.499,0.499,0.999,0.999
ffhq_2764.txt,5,0.499,0.499,0.999,0.999
image0041535.txt,2,0.499,0.499,0.999,0.999
image0030192.txt,0,0.499,0.499,0.999,0.999
image0009488.txt,5,0.499,0.499,0.999,0.999
image0019873.txt,7,0.499,0.499,0.999,0.999
image0031985.txt,7,0.499,0.499,0.999,0.999
ffhq_1024.txt,5,0.499,0.499,0.999,0.999
image0006976.txt,0,0.499,0.499,0.999,0.999
ffhq_38.txt,2,0.499,0.499,0.999,0.999
ffhq_4938.txt,5,0.499,0.499,0.999,0.999
image0014120.txt,7,0.499,0.499,0.999,0.999
image0040756.txt,3,0.499,0.499,0.999,0.999
image0017875.txt,7,0.499,0.499,0.999,0.999
image0014254.txt,7,0.499,0.499,0.999,0.999
image0040670.txt,3,0.499,0.499,0.999,0.999
ffhq_4098.txt,4,0.499,0.499,0.999,0.999
ffhq_994.txt,5,0.499,0.499,0.999,0.999
image0036398.txt,3,0.499,0.499,0.999,0.999
image0029504.txt,6,0.499,0.499,0.999,0.999
ffhq_1001.txt,5,0.499,0.499,0.999,0.999
image0029754.txt,0,0.499,0.499,0.999,0.999
ffhq_685.txt,7,0.499,0.499,0.999,0.999
image0033583.txt,3,0.499,0.499,0.999,0.999
ffhq_1454.txt,5,0.499,0.499,0.999,0.999
image0041934.txt,0,0.499,0.499,0.999,0.999
image0007245.txt,7,0.499,0.499,0.999,0.999
image0026080.txt,7,0.499,0.499,0.999,0.999
image0020060.txt,7,0.499,0.499,0.999,0.999
ffhq_2467.txt,6,0.499,0.499,0.999,0.999
image0030764.txt,3,0.499,0.499,0.999,0.999
image0019460.txt,6,0.499,0.499,0.999,0.999
image0035331.txt,3,0.499,0.499,0.999,0.999
ffhq_876.txt,2,0.499,0.499,0.999,0.999
image0029658.txt,0,0.499,0.499,0.999,0.999
ffhq_134.txt,5,0.499,0.499,0.999,0.999
image0036299.txt,1,0.499,0.499,0.999,0.999
ffhq_2484.txt,2,0.499,0.499,0.999,0.999
image0026268.txt,7,0.499,0.499,0.999,0.999
image0025045.txt,0,0.499,0.499,0.999,0.999
image0038813.txt,3,0.499,0.499,0.999,0.999
image0041980.txt,1,0.499,0.499,0.999,0.999
ffhq_5174.txt,5,0.499,0.499,0.999,0.999
ffhq_1088.txt,7,0.499,0.499,0.999,0.999
ffhq_2847.txt,5,0.499,0.499,0.999,0.999
image0040921.txt,2,0.499,0.499,0.999,0.999
image0038244.txt,1,0.499,0.499,0.999,0.999
image0024165.txt,6,0.499,0.499,0.999,0.999
image0030514.txt,5,0.499,0.499,0.999,0.999
ffhq_3878.txt,5,0.499,0.499,0.999,0.999
image0024722.txt,6,0.499,0.499,0.999,0.999
image0034102.txt,3,0.499,0.499,0.999,0.999
ffhq_4792.txt,2,0.499,0.499,0.999,0.999
ffhq_1261.txt,7,0.499,0.499,0.999,0.999
image0030746.txt,2,0.499,0.499,0.999,0.999
image0009757.txt,6,0.499,0.499,0.999,0.999
ffhq_2648.txt,4,0.499,0.499,0.999,0.999
ffhq_1569.txt,1,0.499,0.499,0.999,0.999
ffhq_1625.txt,1,0.499,0.499,0.999,0.999
image0017460.txt,2,0.499,0.499,0.999,0.999
image0033561.txt,1,0.499,0.499,0.999,0.999
ffhq_547.txt,7,0.499,0.499,0.999,0.999
ffhq_3823.txt,4,0.499,0.499,0.999,0.999
image0027911.txt,3,0.499,0.499,0.999,0.999
image0023357.txt,7,0.499,0.499,0.999,0.999
image0015408.txt,0,0.499,0.499,0.999,0.999
ffhq_1884.txt,6,0.499,0.499,0.999,0.999
ffhq_2342.txt,5,0.499,0.499,0.999,0.999
image0031403.txt,7,0.499,0.499,0.999,0.999
image0036283.txt,3,0.499,0.499,0.999,0.999
ffhq_788.txt,4,0.499,0.499,0.999,0.999
image0000374.txt,2,0.499,0.499,0.999,0.999
image0040683.txt,1,0.499,0.499,0.999,0.999
ffhq_3121.txt,4,0.499,0.499,0.999,0.999
image0036364.txt,3,0.499,0.499,0.999,0.999
ffhq_1580.txt,6,0.499,0.499,0.999,0.999
image0035446.txt,5,0.499,0.499,0.999,0.999
image0032313.txt,5,0.499,0.499,0.999,0.999
ffhq_7.txt,7,0.499,0.499,0.999,0.999
ffhq_4800.txt,5,0.499,0.499,0.999,0.999
image0023962.txt,3,0.499,0.499,0.999,0.999
image0036839.txt,3,0.499,0.499,0.999,0.999
image0036240.txt,0,0.499,0.499,0.999,0.999
ffhq_988.txt,4,0.499,0.499,0.999,0.999
image0030868.txt,3,0.499,0.499,0.999,0.999
image0030695.txt,0,0.499,0.499,0.999,0.999
ffhq_1413.txt,5,0.499,0.499,0.999,0.999
image0033759.txt,7,0.499,0.499,0.999,0.999
image0033157.txt,7,0.499,0.499,0.999,0.999
ffhq_3624.txt,4,0.499,0.499,0.999,0.999
ffhq_5542.txt,2,0.499,0.499,0.999,0.999
image0040856.txt,2,0.499,0.499,0.999,0.999
image0026879.txt,6,0.499,0.499,0.999,0.999
ffhq_5491.txt,6,0.499,0.499,0.999,0.999
image0028822.txt,0,0.499,0.499,0.999,0.999
image0027357.txt,2,0.499,0.499,0.999,0.999
image0021483.txt,0,0.499,0.499,0.999,0.999
ffhq_2173.txt,4,0.499,0.499,0.999,0.999
image0034205.txt,7,0.499,0.499,0.999,0.999
ffhq_4777.txt,3,0.499,0.499,0.999,0.999
ffhq_1544.txt,0,0.499,0.499,0.999,0.999
ffhq_3751.txt,3,0.499,0.499,0.999,0.999
ffhq_3907.txt,1,0.499,0.499,0.999,0.999
image0029895.txt,0,0.499,0.499,0.999,0.999
image0034116.txt,2,0.499,0.499,0.999,0.999
ffhq_3004.txt,4,0.499,0.499,0.999,0.999
image0030742.txt,0,0.499,0.499,0.999,0.999
image0015164.txt,7,0.499,0.499,0.999,0.999
image0036572.txt,5,0.499,0.499,0.999,0.999
image0005446.txt,1,0.499,0.499,0.999,0.999
image0029334.txt,0,0.499,0.499,0.999,0.999
image0028901.txt,0,0.499,0.499,0.999,0.999
image0021592.txt,7,0.499,0.499,0.999,0.999
image0041020.txt,7,0.499,0.499,0.999,0.999
image0028271.txt,0,0.499,0.499,0.999,0.999
image0033328.txt,6,0.499,0.499,0.999,0.999
ffhq_4453.txt,4,0.499,0.499,0.999,0.999
ffhq_4483.txt,4,0.499,0.499,0.999,0.999
ffhq_4231.txt,4,0.499,0.499,0.999,0.999
image0011162.txt,6,0.499,0.499,0.999,0.999
ffhq_205.txt,1,0.499,0.499,0.999,0.999
image0032291.txt,2,0.499,0.499,0.999,0.999
ffhq_5020.txt,1,0.499,0.499,0.999,0.999
image0036009.txt,3,0.499,0.499,0.999,0.999
ffhq_942.txt,5,0.499,0.499,0.999,0.999
image0022289.txt,2,0.499,0.499,0.999,0.999
ffhq_4967.txt,4,0.499,0.499,0.999,0.999
image0030391.txt,1,0.499,0.499,0.999,0.999
image0024145.txt,7,0.499,0.499,0.999,0.999
ffhq_3416.txt,4,0.499,0.499,0.999,0.999
image0035700.txt,3,0.499,0.499,0.999,0.999
image0023506.txt,6,0.499,0.499,0.999,0.999
ffhq_4935.txt,5,0.499,0.499,0.999,0.999
image0029422.txt,0,0.499,0.499,0.999,0.999
ffhq_4575.txt,2,0.499,0.499,0.999,0.999
ffhq_2923.txt,5,0.499,0.499,0.999,0.999
ffhq_284.txt,1,0.499,0.499,0.999,0.999
image0037480.txt,1,0.499,0.499,0.999,0.999
ffhq_4362.txt,5,0.499,0.499,0.999,0.999
image0023045.txt,3,0.499,0.499,0.999,0.999
image0024225.txt,6,0.499,0.499,0.999,0.999
image0034617.txt,3,0.499,0.499,0.999,0.999
ffhq_860.txt,4,0.499,0.499,0.999,0.999
image0018443.txt,5,0.499,0.499,0.999,0.999
image0037046.txt,1,0.499,0.499,0.999,0.999
ffhq_2326.txt,4,0.499,0.499,0.999,0.999
image0036461.txt,7,0.499,0.499,0.999,0.999
ffhq_502.txt,3,0.499,0.499,0.999,0.999
ffhq_568.txt,1,0.499,0.499,0.999,0.999
image0039375.txt,3,0.499,0.499,0.999,0.999
image0025020.txt,6,0.499,0.499,0.999,0.999
image0019449.txt,5,0.499,0.499,0.999,0.999
image0021389.txt,0,0.499,0.499,0.999,0.999
ffhq_103.txt,6,0.499,0.499,0.999,0.999
ffhq_4475.txt,5,0.499,0.499,0.999,0.999
ffhq_1634.txt,4,0.499,0.499,0.999,0.999
ffhq_2136.txt,4,0.499,0.499,0.999,0.999
ffhq_2234.txt,4,0.499,0.499,0.999,0.999
ffhq_1480.txt,7,0.499,0.499,0.999,0.999
image0007584.txt,5,0.499,0.499,0.999,0.999
image0023559.txt,0,0.499,0.499,0.999,0.999
image0028248.txt,6,0.499,0.499,0.999,0.999
ffhq_4540.txt,0,0.499,0.499,0.999,0.999
ffhq_2955.txt,6,0.499,0.499,0.999,0.999
ffhq_641.txt,5,0.499,0.499,0.999,0.999
image0004573.txt,7,0.499,0.499,0.999,0.999
image0026049.txt,1,0.499,0.499,0.999,0.999
image0036796.txt,4,0.499,0.499,0.999,0.999
ffhq_2455.txt,4,0.499,0.499,0.999,0.999
ffhq_3860.txt,4,0.499,0.499,0.999,0.999
ffhq_2864.txt,4,0.499,0.499,0.999,0.999
image0003295.txt,0,0.499,0.499,0.999,0.999
ffhq_1467.txt,1,0.499,0.499,0.999,0.999
ffhq_2048.txt,6,0.499,0.499,0.999,0.999
image0025770.txt,1,0.499,0.499,0.999,0.999
ffhq_39.txt,2,0.499,0.499,0.999,0.999
image0006231.txt,5,0.499,0.499,0.999,0.999
image0015055.txt,1,0.499,0.499,0.999,0.999
ffhq_3881.txt,2,0.499,0.499,0.999,0.999
ffhq_2451.txt,4,0.499,0.499,0.999,0.999
image0036602.txt,2,0.499,0.499,0.999,0.999
image0029947.txt,6,0.499,0.499,0.999,0.999
image0035965.txt,1,0.499,0.499,0.999,0.999
image0032405.txt,7,0.499,0.499,0.999,0.999
ffhq_228.txt,4,0.499,0.499,0.999,0.999
ffhq_4652.txt,2,0.499,0.499,0.999,0.999
image0026123.txt,6,0.499,0.499,0.999,0.999
image0001503.txt,6,0.499,0.499,0.999,0.999
image0021809.txt,7,0.499,0.499,0.999,0.999
ffhq_2558.txt,0,0.499,0.499,0.999,0.999
ffhq_377.txt,7,0.499,0.499,0.999,0.999
image0011411.txt,3,0.499,0.499,0.999,0.999
image0036471.txt,6,0.499,0.499,0.999,0.999
image0038280.txt,3,0.499,0.499,0.999,0.999
ffhq_27.txt,0,0.499,0.499,0.999,0.999
image0023162.txt,1,0.499,0.499,0.999,0.999
image0004668.txt,3,0.499,0.499,0.999,0.999
image0036130.txt,0,0.499,0.499,0.999,0.999
image0034763.txt,1,0.499,0.499,0.999,0.999
image0012320.txt,0,0.499,0.499,0.999,0.999
image0041265.txt,6,0.499,0.499,0.999,0.999
image0020590.txt,6,0.499,0.499,0.999,0.999
ffhq_351.txt,4,0.499,0.499,0.999,0.999
image0027307.txt,0,0.499,0.499,0.999,0.999
image0029604.txt,6,0.499,0.499,0.999,0.999
image0009863.txt,6,0.499,0.499,0.999,0.999
image0025262.txt,6,0.499,0.499,0.999,0.999
ffhq_2327.txt,4,0.499,0.499,0.999,0.999
ffhq_4538.txt,0,0.499,0.499,0.999,0.999
image0032272.txt,6,0.499,0.499,0.999,0.999
ffhq_619.txt,2,0.499,0.499,0.999,0.999
image0027703.txt,0,0.499,0.499,0.999,0.999
image0000138.txt,0,0.499,0.499,0.999,0.999
image0040498.txt,4,0.499,0.499,0.999,0.999
ffhq_5328.txt,2,0.499,0.499,0.999,0.999
image0032211.txt,7,0.499,0.499,0.999,0.999
image0030216.txt,0,0.499,0.499,0.999,0.999
image0041862.txt,2,0.499,0.499,0.999,0.999
image0014453.txt,0,0.499,0.499,0.999,0.999
image0007994.txt,2,0.499,0.499,0.999,0.999
image0038014.txt,3,0.499,0.499,0.999,0.999
image0038133.txt,3,0.499,0.499,0.999,0.999
image0003391.txt,7,0.499,0.499,0.999,0.999
image0020745.txt,7,0.499,0.499,0.999,0.999
ffhq_582.txt,4,0.499,0.499,0.999,0.999
image0012116.txt,3,0.499,0.499,0.999,0.999
ffhq_1104.txt,4,0.499,0.499,0.999,0.999
image0037599.txt,2,0.499,0.499,0.999,0.999
image0032104.txt,5,0.499,0.499,0.999,0.999
image0015754.txt,7,0.499,0.499,0.999,0.999
image0025441.txt,5,0.499,0.499,0.999,0.999
image0042004.txt,0,0.499,0.499,0.999,0.999
image0040390.txt,5,0.499,0.499,0.999,0.999
image0022310.txt,6,0.499,0.499,0.999,0.999
image0033684.txt,7,0.499,0.499,0.999,0.999
image0025682.txt,7,0.499,0.499,0.999,0.999
ffhq_4841.txt,7,0.499,0.499,0.999,0.999
image0028759.txt,0,0.499,0.499,0.999,0.999
image0019740.txt,0,0.499,0.499,0.999,0.999
ffhq_632.txt,4,0.499,0.499,0.999,0.999
ffhq_650.txt,7,0.499,0.499,0.999,0.999
ffhq_3716.txt,7,0.499,0.499,0.999,0.999
image0038685.txt,3,0.499,0.499,0.999,0.999
image0029923.txt,3,0.499,0.499,0.999,0.999
image0015328.txt,6,0.499,0.499,0.999,0.999
ffhq_1657.txt,4,0.499,0.499,0.999,0.999
ffhq_5624.txt,7,0.499,0.499,0.999,0.999
image0028556.txt,3,0.499,0.499,0.999,0.999
image0022700.txt,6,0.499,0.499,0.999,0.999
image0025174.txt,7,0.499,0.499,0.999,0.999
ffhq_345.txt,5,0.499,0.499,0.999,0.999
ffhq_2112.txt,2,0.499,0.499,0.999,0.999
image0024717.txt,3,0.499,0.499,0.999,0.999
image0035243.txt,0,0.499,0.499,0.999,0.999
image0013912.txt,0,0.499,0.499,0.999,0.999
image0033552.txt,2,0.499,0.499,0.999,0.999
image0029687.txt,7,0.499,0.499,0.999,0.999
ffhq_2076.txt,5,0.499,0.499,0.999,0.999
ffhq_3054.txt,5,0.499,0.499,0.999,0.999
image0028241.txt,5,0.499,0.499,0.999,0.999
ffhq_603.txt,7,0.499,0.499,0.999,0.999
ffhq_2863.txt,5,0.499,0.499,0.999,0.999
ffhq_4255.txt,4,0.499,0.499,0.999,0.999
ffhq_3934.txt,4,0.499,0.499,0.999,0.999
ffhq_1499.txt,2,0.499,0.499,0.999,0.999
image0025449.txt,7,0.499,0.499,0.999,0.999
ffhq_47.txt,2,0.499,0.499,0.999,0.999
ffhq_1498.txt,4,0.499,0.499,0.999,0.999
ffhq_609.txt,7,0.499,0.499,0.999,0.999
image0016730.txt,0,0.499,0.499,0.999,0.999
ffhq_75.txt,5,0.499,0.499,0.999,0.999
ffhq_911.txt,4,0.499,0.499,0.999,0.999
image0031526.txt,2,0.499,0.499,0.999,0.999
ffhq_2452.txt,1,0.499,0.499,0.999,0.999
image0013519.txt,2,0.499,0.499,0.999,0.999
ffhq_4037.txt,6,0.499,0.499,0.999,0.999
image0031690.txt,7,0.499,0.499,0.999,0.999
ffhq_72.txt,5,0.499,0.499,0.999,0.999
ffhq_1185.txt,2,0.499,0.499,0.999,0.999
image0033162.txt,7,0.499,0.499,0.999,0.999
image0038181.txt,3,0.499,0.499,0.999,0.999
image0007786.txt,5,0.499,0.499,0.999,0.999
image0029320.txt,6,0.499,0.499,0.999,0.999
ffhq_1873.txt,4,0.499,0.499,0.999,0.999
image0038047.txt,3,0.499,0.499,0.999,0.999
ffhq_733.txt,4,0.499,0.499,0.999,0.999
image0020104.txt,7,0.499,0.499,0.999,0.999
image0037051.txt,1,0.499,0.499,0.999,0.999
ffhq_5358.txt,3,0.499,0.499,0.999,0.999
image0037423.txt,2,0.499,0.499,0.999,0.999
image0030237.txt,7,0.499,0.499,0.999,0.999
image0025294.txt,3,0.499,0.499,0.999,0.999
image0020155.txt,0,0.499,0.499,0.999,0.999
image0030541.txt,0,0.499,0.499,0.999,0.999
image0000879.txt,1,0.499,0.499,0.999,0.999
image0038009.txt,1,0.499,0.499,0.999,0.999
image0027205.txt,3,0.499,0.499,0.999,0.999
image0041771.txt,6,0.499,0.499,0.999,0.999
image0036773.txt,3,0.499,0.499,0.999,0.999
ffhq_1016.txt,4,0.499,0.499,0.999,0.999
image0022614.txt,4,0.499,0.499,0.999,0.999
ffhq_3768.txt,4,0.499,0.499,0.999,0.999
image0029219.txt,3,0.499,0.499,0.999,0.999
image0029605.txt,3,0.499,0.499,0.999,0.999
ffhq_4642.txt,1,0.499,0.499,0.999,0.999
ffhq_3420.txt,4,0.499,0.499,0.999,0.999
image0018493.txt,0,0.499,0.499,0.999,0.999
image0041041.txt,1,0.499,0.499,0.999,0.999
ffhq_5229.txt,6,0.499,0.499,0.999,0.999
image0021892.txt,1,0.499,0.499,0.999,0.999
image0011291.txt,0,0.499,0.499,0.999,0.999
ffhq_3380.txt,1,0.499,0.499,0.999,0.999
image0032473.txt,3,0.499,0.499,0.999,0.999
image0013619.txt,6,0.499,0.499,0.999,0.999
ffhq_4451.txt,4,0.499,0.499,0.999,0.999
image0030662.txt,3,0.499,0.499,0.999,0.999
image0040680.txt,2,0.499,0.499,0.999,0.999
image0025754.txt,2,0.499,0.499,0.999,0.999
image0027844.txt,7,0.499,0.499,0.999,0.999
image0028368.txt,0,0.499,0.499,0.999,0.999
image0036081.txt,2,0.499,0.499,0.999,0.999
ffhq_903.txt,4,0.499,0.499,0.999,0.999
ffhq_1772.txt,5,0.499,0.499,0.999,0.999
image0000608.txt,7,0.499,0.499,0.999,0.999
image0010000.txt,0,0.499,0.499,0.999,0.999
image0012921.txt,2,0.499,0.499,0.999,0.999
image0029076.txt,6,0.499,0.499,0.999,0.999
image0029542.txt,5,0.499,0.499,0.999,0.999
image0017061.txt,7,0.499,0.499,0.999,0.999
image0035841.txt,1,0.499,0.499,0.999,0.999
ffhq_1111.txt,7,0.499,0.499,0.999,0.999
image0011143.txt,3,0.499,0.499,0.999,0.999
image0029864.txt,0,0.499,0.499,0.999,0.999
image0010608.txt,6,0.499,0.499,0.999,0.999
ffhq_1825.txt,0,0.499,0.499,0.999,0.999
image0022192.txt,7,0.499,0.499,0.999,0.999
image0008218.txt,0,0.499,0.499,0.999,0.999
image0008939.txt,3,0.499,0.499,0.999,0.999
image0036333.txt,2,0.499,0.499,0.999,0.999
image0030885.txt,3,0.499,0.499,0.999,0.999
image0029048.txt,7,0.499,0.499,0.999,0.999
ffhq_4212.txt,4,0.499,0.499,0.999,0.999
image0024818.txt,5,0.499,0.499,0.999,0.999
ffhq_5640.txt,7,0.499,0.499,0.999,0.999
ffhq_2141.txt,4,0.499,0.499,0.999,0.999
image0038043.txt,4,0.499,0.499,0.999,0.999
image0032517.txt,0,0.499,0.499,0.999,0.999
ffhq_457.txt,4,0.499,0.499,0.999,0.999
image0036311.txt,2,0.499,0.499,0.999,0.999
image0020570.txt,5,0.499,0.499,0.999,0.999
ffhq_1407.txt,1,0.499,0.499,0.999,0.999
image0015427.txt,0,0.499,0.499,0.999,0.999
image0030547.txt,0,0.499,0.499,0.999,0.999
image0041126.txt,0,0.499,0.499,0.999,0.999
image0025476.txt,1,0.499,0.499,0.999,0.999
image0018406.txt,0,0.499,0.499,0.999,0.999
image0033590.txt,2,0.499,0.499,0.999,0.999
image0033554.txt,2,0.499,0.499,0.999,0.999
image0017891.txt,7,0.499,0.499,0.999,0.999
image0028116.txt,1,0.499,0.499,0.999,0.999
ffhq_1693.txt,6,0.499,0.499,0.999,0.999
image0034659.txt,7,0.499,0.499,0.999,0.999
ffhq_958.txt,4,0.499,0.499,0.999,0.999
image0041369.txt,2,0.499,0.499,0.999,0.999
image0033126.txt,3,0.499,0.499,0.999,0.999
ffhq_4430.txt,4,0.499,0.499,0.999,0.999
ffhq_1221.txt,7,0.499,0.499,0.999,0.999
image0013921.txt,7,0.499,0.499,0.999,0.999
image0014849.txt,6,0.499,0.499,0.999,0.999
ffhq_2087.txt,1,0.499,0.499,0.999,0.999
image0028263.txt,6,0.499,0.499,0.999,0.999
image0031450.txt,7,0.499,0.499,0.999,0.999
image0032563.txt,4,0.499,0.499,0.999,0.999
image0012590.txt,6,0.499,0.499,0.999,0.999
image0035021.txt,3,0.499,0.499,0.999,0.999
image0005039.txt,6,0.499,0.499,0.999,0.999
ffhq_3588.txt,4,0.499,0.499,0.999,0.999
image0024308.txt,0,0.499,0.499,0.999,0.999
image0034068.txt,3,0.499,0.499,0.999,0.999
image0027459.txt,0,0.499,0.499,0.999,0.999
image0000497.txt,3,0.499,0.499,0.999,0.999
image0040839.txt,7,0.499,0.499,0.999,0.999
image0017612.txt,6,0.499,0.499,0.999,0.999
ffhq_2103.txt,4,0.499,0.499,0.999,0.999
image0039093.txt,3,0.499,0.499,0.999,0.999
image0013704.txt,7,0.499,0.499,0.999,0.999
image0025142.txt,0,0.499,0.499,0.999,0.999
image0032020.txt,7,0.499,0.499,0.999,0.999
image0014729.txt,3,0.499,0.499,0.999,0.999
image0040995.txt,4,0.499,0.499,0.999,0.999
image0027841.txt,1,0.499,0.499,0.999,0.999
ffhq_2832.txt,4,0.499,0.499,0.999,0.999
image0029365.txt,5,0.499,0.499,0.999,0.999
ffhq_3339.txt,4,0.499,0.499,0.999,0.999
image0039546.txt,3,0.499,0.499,0.999,0.999
image0038503.txt,3,0.499,0.499,0.999,0.999
image0026045.txt,6,0.499,0.499,0.999,0.999
image0028439.txt,6,0.499,0.499,0.999,0.999
image0038140.txt,3,0.499,0.499,0.999,0.999
image0021907.txt,0,0.499,0.499,0.999,0.999
image0028251.txt,0,0.499,0.499,0.999,0.999
image0031038.txt,7,0.499,0.499,0.999,0.999
image0023048.txt,2,0.499,0.499,0.999,0.999
image0027596.txt,4,0.499,0.499,0.999,0.999
image0026425.txt,3,0.499,0.499,0.999,0.999
ffhq_3128.txt,4,0.499,0.499,0.999,0.999
ffhq_73.txt,4,0.499,0.499,0.999,0.999
image0030833.txt,7,0.499,0.499,0.999,0.999
ffhq_3033.txt,4,0.499,0.499,0.999,0.999
